id,cast_id,store_id,date,planned_start,planned_end,actual_start,actual_end,is_late,is_absent,help_from_store_id,notes,shift_data,help_cast_name
560,13,1,2025-12-26,,,2025-12-27 02:00:00.000000,2025-12-27 04:00:00.000000,0,0,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 2.0}",
561,3,1,2025-12-26,,,2025-12-26 20:00:00.000000,2025-12-27 01:30:00.000000,0,0,,,"{""set_l"": 10.0, ""set_mg"": 0.0, ""set_shot"": 2.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 22, ""drink_back"": 4600, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 1, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 5.5}",
562,17,1,2025-12-26,,,2025-12-26 20:00:00.000000,2025-12-27 00:00:00.000000,0,0,,,"{""set_l"": 5.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 10, ""drink_back"": 2000, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 1, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
563,30,1,2025-12-26,,,2025-12-26 21:00:00.000000,2025-12-27 05:30:00.000000,0,0,,,"{""set_l"": 9.0, ""set_mg"": 1.0, ""set_shot"": 0.0, ""set_s"": 5.0, ""champagne_count"": 62.0, ""champagne_back"": 6200, ""drink_count"": 89, ""drink_back"": 11100, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 11, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 8.5}",
564,18,1,2025-12-26,,,2025-12-26 22:00:00.000000,2025-12-27 05:30:00.000000,0,0,,,"{""set_l"": 7.0, ""set_mg"": 1.0, ""set_shot"": 0.0, ""set_s"": 5.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 23, ""drink_back"": 4100, ""daily_payment"": 7500, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 6, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 7.5}",
565,11,1,2025-12-26,,,2025-12-27 01:00:00.000000,2025-12-27 04:00:00.000000,0,0,,,"{""set_l"": 3.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 3.0, ""champagne_back"": 300, ""drink_count"": 9, ""drink_back"": 1500, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 2, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.0}",
566,33,1,2025-12-26,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
567,65,1,2025-12-26,,,2025-12-26 18:30:00.000000,2025-12-27 00:00:00.000000,0,0,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 5.5}",
568,37,1,2025-12-27,,,2025-12-27 20:00:00.000000,2025-12-28 00:00:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 1.0, ""set_shot"": 2.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 14, ""drink_back"": 3000, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 15, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
569,3,1,2025-12-27,,,2025-12-27 20:00:00.000000,2025-12-28 02:30:00.000000,0,0,,,"{""set_l"": 7.0, ""set_mg"": 5.0, ""set_shot"": 3.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 37, ""drink_back"": 7700, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 30, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 6.5}",
570,12,1,2025-12-27,,,2025-12-27 20:00:00.000000,2025-12-28 02:30:00.000000,0,0,,,"{""set_l"": 7.0, ""set_mg"": 2.0, ""set_shot"": 4.0, ""set_s"": 0.0, ""champagne_count"": 45.0, ""champagne_back"": 4500, ""drink_count"": 71, ""drink_back"": 10100, ""daily_payment"": 6500, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 23, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 6.5}",
571,30,1,2025-12-27,,,2025-12-27 21:00:00.000000,2025-12-28 04:00:00.000000,0,0,,,"{""set_l"": 7.0, ""set_mg"": 1.0, ""set_shot"": 2.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 20, ""drink_back"": 4200, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 11, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 7.0}",
572,11,1,2025-12-27,,,2025-12-28 01:00:00.000000,2025-12-28 04:00:00.000000,0,0,,,"{""set_l"": 3.0, ""set_mg"": 1.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 10, ""drink_back"": 2000, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.0}",
573,71,1,2025-12-27,,,2025-12-28 00:30:00.000000,2025-12-28 03:30:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 1.0, ""set_shot"": 3.0, ""set_s"": 6.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 21, ""drink_back"": 3900, ""daily_payment"": 7500, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30e9\u30c6"", ""help_hourly_rate"": 1400, ""working_hours"": 3.0}",
574,5,1,2025-12-27,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
575,60,1,2025-12-27,,,2025-12-27 21:30:00.000000,2025-12-28 00:30:00.000000,0,0,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 3000, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.0}",
576,57,1,2025-12-27,,,2025-12-27 19:00:00.000000,2025-12-28 05:00:00.000000,0,0,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 10.0}",
577,33,1,2025-12-28,,,2025-12-28 19:00:00.000000,2025-12-28 23:30:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 1.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 12, ""drink_back"": 2400, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 1, ""distribution_count"": 16, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.5}",
578,13,1,2025-12-28,,,2025-12-28 19:00:00.000000,2025-12-29 00:00:00.000000,0,0,,,"{""set_l"": 6.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 12, ""drink_back"": 2400, ""daily_payment"": 5000, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 17, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 5.0}",
579,29,1,2025-12-28,,,2025-12-28 21:00:00.000000,2025-12-29 00:00:00.000000,0,0,,,"{""set_l"": 6.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 12, ""drink_back"": 2400, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 2, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.0}",
580,30,1,2025-12-28,,,2025-12-28 21:30:00.000000,2025-12-29 02:00:00.000000,1,0,,,"{""set_l"": 5.0, ""set_mg"": 1.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 14, ""drink_back"": 2800, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 4, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.5}",
581,17,1,2025-12-28,,,2025-12-29 00:00:00.000000,2025-12-29 04:00:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 8, ""drink_back"": 1600, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
582,72,1,2025-12-28,,,2025-12-29 01:00:00.000000,2025-12-29 01:30:00.000000,0,0,,,"{""set_l"": 1.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 1.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 3, ""drink_back"": 500, ""daily_payment"": 1100, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30e9\u30e9"", ""help_hourly_rate"": 1550, ""working_hours"": 0.5}",
583,5,1,2025-12-28,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
584,29,1,2025-12-29,,,2025-12-29 20:30:00.000000,2025-12-30 03:00:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 2.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 68.0, ""champagne_back"": 6800, ""drink_count"": 84, ""drink_back"": 10000, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 6.5}",
585,13,1,2025-12-29,,,2025-12-29 21:00:00.000000,2025-12-30 03:00:00.000000,0,0,,,"{""set_l"": 8.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 16, ""drink_back"": 3200, ""daily_payment"": 6000, ""rt_count"": 1, ""nt_count"": 1, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 6.0}",
586,73,1,2025-12-29,,,2025-12-29 22:00:00.000000,2025-12-30 04:30:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 3.0, ""set_shot"": 2.0, ""set_s"": 0.0, ""champagne_count"": 60.0, ""champagne_back"": 6000, ""drink_count"": 82, ""drink_back"": 10600, ""daily_payment"": 15600, ""rt_count"": 0, ""nt_count"": 1, ""distribution_count"": 0, ""help_store"": ""\u30e9\u30c6"", ""help_hourly_rate"": 1400, ""working_hours"": 6.5}",
587,74,1,2025-12-29,,,2025-12-30 01:30:00.000000,2025-12-30 04:30:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 8, ""drink_back"": 1600, ""daily_payment"": 5600, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30ec\u30f3"", ""help_hourly_rate"": 1450, ""working_hours"": 3.0}",
588,75,1,2025-12-29,,,2025-12-30 02:00:00.000000,2025-12-30 04:30:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 8, ""drink_back"": 1600, ""daily_payment"": 4900, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30ec\u30f3"", ""help_hourly_rate"": 1450, ""working_hours"": 2.5}",
589,5,1,2025-12-29,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
590,33,1,2025-12-30,,,2025-12-30 19:00:00.000000,2025-12-30 23:30:00.000000,0,0,,,"{""set_l"": 3.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 6, ""drink_back"": 1200, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 32, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.5}",
591,8,1,2025-12-30,,,2025-12-30 19:00:00.000000,2025-12-30 23:00:00.000000,0,0,,,"{""set_l"": 1.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 2, ""drink_back"": 400, ""daily_payment"": 4000, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 23, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
592,37,1,2025-12-30,,,2025-12-30 20:00:00.000000,2025-12-30 23:30:00.000000,0,0,,,"{""set_l"": 0.0, ""set_mg"": 3.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 12, ""drink_back"": 2400, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.5}",
593,17,1,2025-12-30,,,2025-12-30 20:00:00.000000,2025-12-31 05:30:00.000000,0,0,,,"{""set_l"": 13.0, ""set_mg"": 0.0, ""set_shot"": 1.0, ""set_s"": 0.0, ""champagne_count"": 30.0, ""champagne_back"": 3000, ""drink_count"": 57, ""drink_back"": 8500, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 19, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 9.5}",
594,30,1,2025-12-30,,,2025-12-30 21:00:00.000000,2025-12-31 05:30:00.000000,0,0,,,"{""set_l"": 14.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 10.0, ""champagne_count"": 30.0, ""champagne_back"": 3000, ""drink_count"": 68, ""drink_back"": 9600, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 3, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 8.5}",
595,67,1,2025-12-30,,,2025-12-30 23:30:00.000000,2025-12-31 02:00:00.000000,0,0,,,"{""set_l"": 5.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 10, ""drink_back"": 2000, ""daily_payment"": 4900, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30e9\u30e9"", ""help_hourly_rate"": 1400, ""working_hours"": 2.5}",
596,76,1,2025-12-30,,,2025-12-31 00:00:00.000000,2025-12-31 01:30:00.000000,0,0,,,"{""set_l"": 2.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 4, ""drink_back"": 800, ""daily_payment"": 2700, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30ec\u30f3"", ""help_hourly_rate"": 1400, ""working_hours"": 1.5}",
597,37,1,2025-11-01,,,2025-11-01 20:00:00.000000,2025-11-02 00:00:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 3.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 20, ""drink_back"": 4000, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
598,30,1,2025-11-01,,,2025-11-01 21:00:00.000000,2025-11-02 05:00:00.000000,1,0,,,"{""set_l"": 9.0, ""set_mg"": 5.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 30.0, ""champagne_back"": 3000, ""drink_count"": 68, ""drink_back"": 10600, ""daily_payment"": 8000, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 8.0}",
599,12,1,2025-11-01,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
600,77,1,2025-11-01,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
601,78,1,2025-11-01,,,2025-11-01 23:30:00.000000,2025-11-02 05:00:00.000000,0,0,,,"{""set_l"": 5.0, ""set_mg"": 4.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 26, ""drink_back"": 5200, ""daily_payment"": 12100, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 5.5}",
602,79,1,2025-11-01,,,2025-11-01 23:30:00.000000,2025-11-02 05:00:00.000000,0,0,,,"{""set_l"": 6.0, ""set_mg"": 5.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 32, ""drink_back"": 6400, ""daily_payment"": 13400, ""rt_count"": 0, ""nt_count"": 1, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 5.5}",
603,80,1,2025-11-01,,,2025-11-02 02:30:00.000000,2025-11-02 05:00:00.000000,0,0,,,"{""set_l"": 1.0, ""set_mg"": 5.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 22, ""drink_back"": 4400, ""daily_payment"": 7900, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 2.5}",
604,5,1,2025-11-02,,,2025-11-02 21:00:00.000000,2025-11-03 00:00:00.000000,0,0,,,"{""set_l"": 0.0, ""set_mg"": 3.0, ""set_shot"": 1.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 13, ""drink_back"": 2700, ""daily_payment"": 3000, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.0}",
605,81,1,2025-11-02,,,2025-11-02 23:00:00.000000,2025-11-03 04:00:00.000000,0,0,,,"{""set_l"": 9.0, ""set_mg"": 3.0, ""set_shot"": 4.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 34, ""drink_back"": 7200, ""daily_payment"": 0, ""rt_count"": 1, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 5.0}",
606,25,1,2025-11-02,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
607,82,1,2025-11-02,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
608,83,1,2025-11-02,,,2025-11-02 22:00:00.000000,2025-11-03 00:00:00.000000,0,0,,,"{""set_l"": 1.0, ""set_mg"": 2.0, ""set_shot"": 1.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 11, ""drink_back"": 2300, ""daily_payment"": 4800, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 2.0}",
609,81,1,2025-11-03,,,2025-11-03 20:00:00.000000,2025-11-03 23:30:00.000000,0,0,,,"{""set_l"": 3.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 6, ""drink_back"": 1200, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 5, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 3.5}",
610,12,1,2025-11-03,,,2025-11-03 20:00:00.000000,2025-11-04 00:00:00.000000,0,0,,,"{""set_l"": 3.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 6, ""drink_back"": 1200, ""daily_payment"": 4000, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
611,84,1,2025-11-03,,,2025-11-03 21:00:00.000000,2025-11-04 03:00:00.000000,0,0,,,"{""set_l"": 3.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 6, ""drink_back"": 1200, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 6.0}",
612,5,1,2025-11-03,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
613,11,1,2025-11-03,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
614,12,1,2025-11-04,,,2025-11-04 20:00:00.000000,2025-11-05 00:00:00.000000,0,0,,,"{""set_l"": 4.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 8, ""drink_back"": 1600, ""daily_payment"": 4000, ""rt_count"": 1, ""nt_count"": 0, ""distribution_count"": 30, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 4.0}",
615,5,1,2025-11-04,,,2025-11-04 21:00:00.000000,2025-11-05 04:00:00.000000,0,0,,,"{""set_l"": 1.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 2, ""drink_back"": 400, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 1, ""distribution_count"": 26, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 7.0}",
616,33,1,2025-11-04,,,2025-11-04 21:00:00.000000,2025-11-04 23:30:00.000000,0,0,,,"{""set_l"": 1.0, ""set_mg"": 1.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 6, ""drink_back"": 1200, ""daily_payment"": 0, ""rt_count"": 1, ""nt_count"": 0, ""distribution_count"": 17, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 2.5}",
617,85,1,2025-11-04,,,2025-11-04 23:30:00.000000,2025-11-05 05:00:00.000000,0,0,,,"{""set_l"": 5.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 10, ""drink_back"": 2000, ""daily_payment"": 9200, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": ""\u30e9\u30e9"", ""help_hourly_rate"": null, ""working_hours"": 5.5}",
618,82,1,2025-11-04,,,,,0,1,,,"{""set_l"": 0.0, ""set_mg"": 0.0, ""set_shot"": 0.0, ""set_s"": 0.0, ""champagne_count"": 0.0, ""champagne_back"": 0, ""drink_count"": 0, ""drink_back"": 0, ""daily_payment"": 0, ""rt_count"": 0, ""nt_count"": 0, ""distribution_count"": 0, ""help_store"": null, ""help_hourly_rate"": null, ""working_hours"": 0.0}",
